Crystallinity,Temperature (K),log Resistivity,Power factor (W*m/K^2),ZT,Thermal conductivity (W/(m*K)),Seebeck coefficient (uV/K),MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber
single crystal,300.0004966,-3.070581074,28.0,5.59473882,1.5,1.5419999999999998,51.0,83.0,32.0,63.525307797537614,14.137578653132746,52.0,5.0,96.0,91.0,80.84085727314181,13.76409539202483,90.0,121.76,208.9804,87.2204,157.61671533885087,37.287271308960044,127.6,301.59,903.78,602.19,619.370351117191,112.73347051067641,722.66,1.0,17.0,16.0,14.276789785681716,2.4095587481538168,16.0,5.0,6.0,1.0,5.453716370269038,0.4957156512378543,5.0,138.0,244.0,106.0,151.25034199726403,16.8328152690784,138.0,0.79,2.66,1.87,1.9528317373461013,0.2110383180409249,2.1,1.0,2.0,1.0,1.9092567259461923,0.16501786453560635,2.0,0.0,5.0,5.0,3.2749658002735975,0.7942233808230765,4.0,0.0,10.0,10.0,9.092567259461923,1.650178645356064,10.0,0.0,14.0,14.0,5.081623347013224,6.474261573896465,0.0,1.0,29.0,28.0,19.35841313269494,6.999273275307641,16.0,0.0,1.0,1.0,0.09074327405380757,0.16501786453560627,0.0,0.0,3.0,3.0,2.1805745554035565,0.595606091512417,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.2713178294573644,0.5296486000205022,2.0,31.56,115.765,84.205,41.46532603737355,13.488631227041077,34.7633333333,0.0,1.062,1.062,0.25408207934336524,0.23079411858275586,0.464,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,108.05699954400363,69.85275206170445,152.0
polycrystalline,300.0009652,-1.560667306,0.461,0.08698977999999999,1.59,1.126,11.0,51.0,40.0,32.09285714285714,16.206122448979592,51.0,2.0,85.0,83.0,49.75,36.857142857142854,85.0,22.98976928,121.76,98.77023072,72.84747199885715,41.9250240009796,121.76,370.87,1115.0,744.13,982.598642857143,107.81253367346942,903.78,1.0,15.0,14.0,9.121428571428572,6.146938775510205,15.0,3.0,5.0,2.0,4.264285714285714,0.6306122448979592,5.0,121.0,176.0,55.0,152.07142857142858,20.081632653061227,139.0,0.93,2.05,1.1199999999999997,1.535642857142857,0.46212244897959176,2.05,1.0,2.0,1.0,1.9785714285714289,0.0419387755102038,2.0,0.0,3.0,3.0,1.4285714285714286,1.3469387755102045,3.0,0.0,10.0,10.0,4.285714285714286,4.8979591836734695,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,14.0,7.692857142857143,6.263265306122449,15.0,0.0,1.0,1.0,0.02142857142857143,0.041938775510204085,0.0,0.0,5.0,5.0,2.0,1.7142857142857142,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0214285714285714,1.689795918367347,3.0,16.48,37.77,21.290000000000003,31.884428571427854,4.792536734694459,31.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,229.0,63.0,199.79999999999998,28.97142857142857,166.0
polycrystalline,400.0007547,-3.137868621,6.890000000000001,1.09728996,2.51,-0.708,16.0,82.0,66.0,29.625,19.640625000000004,16.0,43.0,88.0,45.0,77.31250000000001,14.296874999999991,88.0,32.065,207.2,175.135,68.19489583333333,52.126914062500006,32.065,388.36,1941.0,1552.6399999999999,751.6235416666666,495.5735243055555,388.36,4.0,16.0,12.0,13.125,3.8020833333333335,16.0,3.0,6.0,3.0,3.770833333333334,0.9314236111111113,3.0,105.0,160.0,55.0,124.14583333333333,23.13454861111111,105.0,1.54,2.58,1.04,2.3164583333333333,0.3235243055555556,2.58,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.791666666666667,1.4600694444444444,4.0,0.0,10.0,10.0,2.291666666666667,2.890625,0.0,0.0,14.0,14.0,2.625,4.265625000000001,0.0,4.0,28.0,24.0,9.708333333333332,6.859375,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.9583333333333335,0.8159722222222221,2.0,0.0,8.0,8.0,1.6666666666666667,2.638888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,3.625,1.963541666666667,2.0,16.69,28.11,11.419999999999998,24.327278645833335,3.182199435763887,25.786875,0.0,2.202,2.202,1.330375,1.0532135416666666,2.202,0.0,2.25333333333e-05,2.25333333333e-05,4.6944444444375e-06,7.432870370359375e-06,0.0,70.0,225.0,155.0,124.89583333333334,66.33246527777779,70.0
polycrystalline,400.0007656,-3.17193525,1.18,0.25493657,1.8524,0.281894,16.0,42.0,26.0,27.045751633986928,11.728822247853389,16.0,50.0,88.0,38.0,70.29411764705883,18.515955401768547,88.0,32.065,95.96,63.894999999999996,59.14238562091503,28.87656029732154,32.065,388.36,2896.0,2507.64,1492.6261437908497,1154.788124225725,388.36,6.0,16.0,10.0,11.398692810457517,4.811824511939852,16.0,3.0,5.0,2.0,3.869281045751634,0.9090520739886369,3.0,105.0,154.0,49.0,126.50980392156862,22.493912597718822,105.0,1.83,2.58,0.75,2.3515686274509804,0.23888248109701393,2.58,1.0,2.0,1.0,1.607843137254902,0.4767397154940407,2.0,0.0,4.0,4.0,2.0915032679738563,1.9958135759750524,4.0,0.0,6.0,6.0,2.4705882352941173,2.5836216839677046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,6.169934640522876,0.31099149899611284,6.0,0.0,1.0,1.0,0.39215686274509803,0.47673971549404076,0.0,0.0,2.0,2.0,1.0457516339869282,0.9979067879875262,2.0,0.0,5.0,5.0,2.300653594771242,2.405912255969926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.738562091503268,1.8181041479772737,2.0,10.73,25.786875,15.056874999999998,20.54797385620915,5.4785894314152666,25.786875,0.0,2.202,2.202,1.1513725490196078,1.0986953735742662,2.202,0.0,2.1106628,2.1106628,0.17933736209150325,0.32819909402366604,0.0,70.0,229.0,159.0,145.8627450980392,79.33358964500832,70.0
single crystal,700.0003848,-2.558177657,10.6,3.5971710000000003,2.0678,1.7143000000000002,8.0,83.0,75.0,25.714285714285715,20.244897959183675,8.0,8.0,87.0,79.0,71.42857142857143,21.95918367346939,87.0,15.9994,208.9804,192.981,59.93302785714286,50.49552693877552,15.9994,54.8,1768.0,1713.2,511.65714285714284,522.1224489795919,54.8,2.0,16.0,14.0,12.857142857142858,4.204081632653061,16.0,2.0,6.0,4.0,3.2857142857142856,1.4693877551020407,2.0,66.0,195.0,129.0,104.71428571428571,44.244897959183675,66.0,0.95,3.44,2.49,2.6585714285714284,0.893061224489796,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.7142857142857144,1.5510204081632655,4.0,0.0,10.0,10.0,2.4285714285714284,3.4693877551020407,0.0,0.0,14.0,14.0,2.0,3.4285714285714284,0.0,2.0,29.0,27.0,9.142857142857142,5.673469387755101,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.5714285714285714,0.8979591836734694,2.0,0.0,3.0,3.0,0.42857142857142855,0.7346938775510204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.5714285714285714,2.0,9.105,54.23,45.125,19.12071428571429,13.982448979591839,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5484712,1.5484712,0.22121017142857144,0.3792174367346939,0.0,12.0,225.0,213.0,68.42857142857143,80.61224489795917,12.0
polycrystalline,300.0000071,-2.48148606,3.15,0.5085044,1.86,-1.02,14.0,79.0,65.0,26.72744539411206,19.102046249624596,14.0,9.0,78.0,69.0,66.34415954415954,17.49372294056055,78.0,28.0855,196.966569,168.881069,61.17155307996201,49.65735829778914,28.0855,1000.0,1687.0,687.0,1548.4757113010446,207.9048298763809,1687.0,2.0,14.0,12.0,11.883760683760682,3.1761677259113164,14.0,3.0,6.0,3.0,3.7487179487179487,1.123716852947622,3.0,111.0,215.0,104.0,129.24311490978158,27.380264770578165,111.0,0.89,2.54,1.65,1.8090142450142448,0.2792825815807773,1.9,1.0,2.0,1.0,1.9023741690408358,0.17619005617739386,2.0,0.0,2.0,2.0,1.5008547008547009,0.749144568631748,2.0,0.0,10.0,10.0,0.976258309591643,1.7619005617739394,0.0,0.0,14.0,14.0,1.3667616334283,2.466660786483515,0.0,2.0,25.0,23.0,5.746248812915479,3.7593269174402444,4.0,0.0,1.0,1.0,0.09762583095916429,0.17619005617739394,0.0,0.0,4.0,4.0,3.0017094017094017,1.498289137263496,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0993352326685657,1.3517669499435883,4.0,16.7,63.59,46.89,26.631384615384615,11.231488056103439,20.44,0.0,0.773,0.773,0.5800803418803419,0.2895443757761707,0.773,0.0,0.0,0.0,0.0,0.0,0.0,225.0,229.0,4.0,227.10864197530864,0.5747716694218761,227.0
polycrystalline,700.0005187,-2.752854399,43.3,9.49138206,3.196,-2.76689,22.0,72.0,50.0,42.4,12.96,28.0,43.0,80.0,37.0,61.73333333333333,12.177777777777777,61.0,47.867,178.49,130.62300000000002,98.28746666666666,35.002364444444446,58.6934,505.08,2506.0,2000.92,1491.6266666666668,657.6977777777778,505.08,4.0,14.0,10.0,9.333333333333334,3.5555555555555554,10.0,4.0,6.0,2.0,4.733333333333333,0.5866666666666668,4.0,124.0,175.0,51.0,145.0,18.0,124.0,1.3,1.96,0.6599999999999999,1.7433333333333334,0.2555555555555555,1.91,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.6666666666666666,0.888888888888889,0.0,2.0,10.0,8.0,6.666666666666667,3.1111111111111107,8.0,0.0,14.0,14.0,1.866666666666667,3.2355555555555555,0.0,4.0,18.0,14.0,11.200000000000001,3.68,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.3333333333333333,1.777777777777778,0.0,0.0,8.0,8.0,3.3333333333333335,3.111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,4.666666666666667,2.2222222222222223,2.0,10.32,33.285,22.964999999999996,21.700333333333333,8.254933333333332,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953947,0.5953947,0.19846640222222223,0.26461886518518524,0.0,141.0,225.0,84.0,186.66666666666666,30.444444444444446,141.0
polycrystalline,1000.000429,-1.72899062,3.21,1.9908239699999999,1.61396,-2.44888,8.0,70.0,62.0,14.25,7.5,8.0,7.0,87.0,80.0,63.870000000000005,27.755999999999993,87.0,15.9994,173.054,157.0546,29.78400855,16.541530260000002,15.9994,54.8,1519.0,1464.2,555.41,600.732,54.8,2.0,16.0,14.0,11.36,5.568,16.0,2.0,6.0,4.0,2.82,0.984,2.0,66.0,187.0,121.0,103.08,44.496,66.0,1.0,3.44,2.44,2.5711,1.04268,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,5.0,5.0,0.95,1.539,0.0,0.0,14.0,14.0,0.14,0.2772,0.0,2.0,16.0,14.0,5.49,1.396,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,5.0,5.0,0.95,1.539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.15,1.0829999999999997,2.0,9.105,37.77,28.665000000000003,15.350841379311001,9.343046620689382,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000310120689655,0.000310120689655,5.892293103444999e-05,9.545514827580899e-05,0.0,12.0,225.0,213.0,95.67999999999999,100.416,12.0
polycrystalline,400.0001268,-2.888765051,14.799999999999999,2.35493287,2.51953,1.3843,14.0,32.0,18.0,17.6,5.760000000000002,14.0,78.0,79.0,1.0,78.2,0.3200000000000017,78.0,28.0855,72.64,44.554500000000004,36.9964,14.257440000000003,28.0855,1211.4,1687.0,475.5999999999999,1591.88,152.19199999999992,1687.0,14.0,14.0,0.0,14.000000000000002,1.7763568394002505e-15,14.0,3.0,4.0,1.0,3.2,0.3200000000000001,3.0,111.0,120.0,9.0,112.80000000000001,2.880000000000007,111.0,1.9,2.01,0.10999999999999988,1.922,0.03519999999999999,1.9,2.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,10.0,10.0,2.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,14.0,10.0,6.0,3.2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,4.0,20.44,23.005,2.5649999999999977,20.953,0.8207999999999984,20.44,0.383,0.773,0.39,0.6950000000000001,0.12479999999999998,0.773,0.0,0.0,0.0,0.0,0.0,0.0,225.0,227.0,2.0,226.60000000000002,0.6399999999999864,227.0
polycrystalline,300.0008742,-2.124938737,5.330000000000001,0.20725389,7.72,-2.0,22.0,50.0,28.0,33.333333333333336,11.111111111111112,22.0,43.0,80.0,37.0,61.333333333333336,12.444444444444445,43.0,47.867,118.71,70.84299999999999,75.09013333333333,29.079911111111112,47.867,505.08,1941.0,1435.92,1391.36,590.8533333333334,505.08,4.0,14.0,10.0,9.333333333333334,3.5555555555555554,4.0,4.0,5.0,1.0,4.333333333333333,0.44444444444444436,4.0,124.0,160.0,36.0,141.0,12.666666666666666,124.0,1.54,1.96,0.41999999999999993,1.8033333333333335,0.17555555555555546,1.54,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.6666666666666666,0.888888888888889,0.0,2.0,10.0,8.0,6.666666666666667,3.1111111111111107,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,14.0,10.0,9.333333333333334,3.5555555555555554,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.3333333333333333,1.777777777777778,0.0,0.0,8.0,8.0,3.3333333333333335,3.111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,4.666666666666667,2.2222222222222223,2.0,10.32,33.285,22.964999999999996,20.098333333333333,8.791111111111109,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953947,0.5953947,0.19847241111111114,0.26461485925925926,0.0,141.0,225.0,84.0,186.66666666666666,30.444444444444446,141.0
polycrystalline,300.000751,-2.928765869,12.4,1.5156709800000001,2.44922,1.2075,14.0,32.0,18.0,17.6,5.760000000000002,14.0,78.0,79.0,1.0,78.2,0.3200000000000017,78.0,28.0855,72.64,44.554500000000004,36.9964,14.257440000000003,28.0855,1211.4,1687.0,475.5999999999999,1591.88,152.19199999999992,1687.0,14.0,14.0,0.0,14.000000000000002,1.7763568394002505e-15,14.0,3.0,4.0,1.0,3.2,0.3200000000000001,3.0,111.0,120.0,9.0,112.80000000000001,2.880000000000007,111.0,1.9,2.01,0.10999999999999988,1.922,0.03519999999999999,1.9,2.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,10.0,10.0,2.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,14.0,10.0,6.0,3.2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,4.0,20.44,23.005,2.5649999999999977,20.953,0.8207999999999984,20.44,0.383,0.773,0.39,0.6950000000000001,0.12479999999999998,0.773,0.0,0.0,0.0,0.0,0.0,0.0,225.0,227.0,2.0,226.60000000000002,0.6399999999999864,227.0
polycrystalline,700.0008065,-1.992102932,1.8499999999999999,0.39949192,3.23973,-1.3722,8.0,44.0,36.0,13.951999999999998,7.1424,8.0,7.0,87.0,80.0,64.03200000000001,27.5616,87.0,15.9994,101.07,85.0706,28.97190464,15.567005568000003,15.9994,54.8,2607.0,2552.2,568.384,616.3008,54.8,2.0,16.0,14.0,11.408,5.5104,16.0,2.0,5.0,3.0,2.808,0.9696000000000001,2.0,66.0,176.0,110.0,102.65599999999999,43.987199999999994,66.0,1.0,3.44,2.44,2.5792,1.0329599999999999,3.44,1.0,2.0,1.0,1.9920000000000002,0.01587199999999979,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,7.0,7.0,1.016,1.6256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,5.4079999999999995,1.3632000000000004,6.0,0.0,1.0,1.0,0.008,0.015872,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,5.0,5.0,0.984,1.5743999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.192,1.1072000000000002,2.0,9.105,37.77,28.665000000000003,15.1386965517248,9.052521379310082,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000310120689655,0.000310120689655,5.9543172413759995e-05,9.622176662063615e-05,0.0,12.0,225.0,213.0,95.416,100.0992,12.0
polycrystalline,300.0008959,-2.290852202,0.373,0.0521868,2.143851851,-0.4369,8.0,67.0,59.0,16.619999999999997,10.344,8.0,7.0,87.0,80.0,65.56,25.727999999999998,87.0,15.9994,164.93032,148.93092,36.0939882,24.11350584,15.9994,54.8,1747.0,1692.2,597.6,651.36,54.8,2.0,16.0,14.0,11.459999999999999,5.448,16.0,2.0,6.0,4.0,2.92,1.1039999999999999,2.0,66.0,192.0,126.0,103.55999999999999,45.071999999999996,66.0,1.0,3.44,2.44,2.5878,1.0226399999999998,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,11.0,11.0,0.6599999999999999,1.2407999999999997,0.0,2.0,13.0,11.0,6.0600000000000005,1.2088,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,3.0,3.0,0.18,0.3384,0.0,0.0,5.0,5.0,2.38,1.1223999999999998,2.0,9.105,37.77,28.665000000000003,14.692317241378001,8.386673103444801,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000310120689655,0.000310120689655,6.2024137931e-05,9.923862068959999e-05,0.0,12.0,225.0,213.0,93.74,98.088,12.0
polycrystalline,1000.000817,-2.657577319,16.0,9.25677614,1.73,-1.877,12.0,83.0,71.0,15.516556291390728,5.260295601070128,12.0,68.0,86.0,18.0,71.56291390728477,4.719091267926845,68.0,24.305,208.9804,184.6754,32.68109536423841,12.920230428489976,24.305,544.4,1687.0,1142.6,1110.4794701986755,255.8149203982281,923.0,2.0,15.0,13.0,6.059602649006623,5.376957151002148,2.0,3.0,6.0,3.0,3.1523178807947017,0.26226919871935417,3.0,111.0,148.0,37.0,132.3046357615894,11.72492434542345,141.0,1.31,2.02,0.71,1.524635761589404,0.2842857769396078,1.31,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,0.6821192052980133,0.9034691460900838,0.0,0.0,10.0,10.0,1.390728476821192,2.394631814394106,0.0,0.0,14.0,14.0,0.09271523178807947,0.18420244726108503,0.0,2.0,29.0,27.0,4.1655629139072845,2.9340818385158545,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.344370860927152,1.7806236568571554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.344370860927152,1.7806236568571554,0.0,20.44,32.95,12.510000000000002,22.48509933774835,0.8126222534099358,22.89,0.0,0.773,0.773,0.2043046357615894,0.273308188237358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,227.0,215.0,203.45695364238412,15.061620104381392,194.0
polycrystalline,400.0001303,-2.84757252,2.7399999999999998,0.12720218,8.62,-0.624,8.0,41.0,33.0,17.560000000000002,11.472,8.0,8.0,87.0,79.0,62.56,29.327999999999996,87.0,15.9994,92.90638,76.90698,38.4986152,26.99905824,15.9994,54.8,2750.0,2695.2,663.44,730.368,54.8,2.0,16.0,14.0,10.84,6.192,16.0,2.0,5.0,3.0,3.04,1.248,2.0,66.0,195.0,129.0,110.75999999999999,53.712,66.0,0.95,3.44,2.49,2.5644,1.05072,3.44,1.0,2.0,1.0,1.9600000000000002,0.07679999999999984,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,4.0,4.0,0.4800000000000001,0.7680000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,4.84,1.4048,6.0,0.0,1.0,1.0,0.04,0.07680000000000001,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,8.0,8.0,1.52,2.432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,2.7600000000000002,2.016,2.0,9.105,54.23,45.125,19.706599999999998,13.809359999999998,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,3.605333333328e-06,6.0569599999910405e-06,0.0,12.0,229.0,217.0,92.4,96.47999999999999,12.0
single crystal,300.0007176,-0.978726042,0.329,0.05928401,1.667,-1.86,8.0,56.0,48.0,19.446666666666665,15.262222222222224,8.0,8.0,87.0,79.0,69.37666666666667,23.49777777777778,87.0,15.9994,137.327,121.3276,43.20165444444444,36.26967259259259,15.9994,54.8,2750.0,2695.2,762.1444444444445,943.1259259259261,54.8,2.0,16.0,14.0,12.0,5.333333333333333,16.0,2.0,6.0,4.0,3.0433333333333334,1.391111111111111,2.0,66.0,215.0,149.0,102.97777777777777,49.303703703703704,66.0,0.89,3.44,2.55,2.7518444444444445,0.9175407407407405,3.44,1.0,2.0,1.0,1.7777777777777777,0.34567901234567905,2.0,0.0,4.0,4.0,2.6666666666666665,1.7777777777777777,4.0,0.0,4.0,4.0,0.8888888888888888,1.382716049382716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,5.333333333333333,0.8888888888888888,6.0,0.0,1.0,1.0,0.2222222222222222,0.345679012345679,0.0,0.0,2.0,2.0,1.3333333333333333,0.8888888888888888,2.0,0.0,6.0,6.0,1.3333333333333333,2.0740740740740744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,2.888888888888889,1.8271604938271604,2.0,9.105,63.59,54.485,16.541155555555555,9.914874074074074,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,84.06222222222222,96.08296296296297,12.0
