PROPERTY: Processing method,PROPERTY: BCC/FCC/other,PROPERTY: Type of test,PROPERTY: YS (MPa),PROPERTY: Elongation (%),MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber
CAST,other,T,545.0,20.0,13.0,28.0,15.0,24.46148359486448,3.8354195453407707,28.0,49.0,73.0,24.0,59.552425106990015,5.358367453464685,61.0,26.9815386,58.933195,31.951656399999997,52.09603457689015,8.111061469154723,58.6934,933.47,2180.0,1246.53,1692.690431526391,244.22854109729116,1728.0,6.0,13.0,7.0,9.35663338088445,1.630902257016164,10.0,3.0,4.0,1.0,3.8391583452211124,0.26994323373375323,4.0,121.0,139.0,18.0,127.53851640513551,5.122152783571865,124.0,1.61,1.91,0.2999999999999998,1.8038445078459342,0.10862892016906764,1.91,1.0,2.0,1.0,1.8391583452211124,0.26994323373375323,2.0,0.0,1.0,1.0,0.1608416547788873,0.26994323373375306,0.0,0.0,8.0,8.0,5.748216833095578,2.089794282062918,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,7.748216833095577,2.0897942820629183,10.0,0.0,1.0,1.0,0.1608416547788873,0.26994323373375306,0.0,0.0,5.0,5.0,0.8042082738944364,1.3497161686687655,0.0,0.0,5.0,5.0,2.643366619115549,1.309218947458389,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.608416547788873,1.3429475112993257,2.0,10.245,16.48,6.235000000000001,11.504598787446504,1.6005035284319722,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.8008787924393723,0.6618236542223153,0.5953947,194.0,229.0,35.0,221.3006419400856,8.782160852338512,225.0
CAST,other,T,545.0,16.5,13.0,28.0,15.0,24.42307692307692,3.85207100591716,28.0,49.0,73.0,24.0,59.53671328671328,5.401199325150374,61.0,26.9815386,58.933195,31.951656399999997,52.02442749090908,8.152528403877941,58.6934,933.47,2180.0,1246.53,1692.3071853146853,246.75474907085922,1728.0,6.0,13.0,7.0,9.349650349650348,1.6417917746589075,10.0,3.0,4.0,1.0,3.8374125874125875,0.27230549171108603,4.0,121.0,139.0,18.0,127.57692307692307,5.152770306616456,124.0,1.61,1.91,0.2999999999999998,1.8026923076923076,0.10905863367401829,1.91,1.0,2.0,1.0,1.8374125874125875,0.27230549171108603,2.0,0.0,1.0,1.0,0.16258741258741258,0.2723054917110861,0.0,0.0,8.0,8.0,5.723776223776223,2.0965817399383835,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,7.723776223776224,2.096581739938383,10.0,0.0,1.0,1.0,0.16258741258741258,0.2723054917110861,0.0,0.0,5.0,5.0,0.8129370629370629,1.3615274585554307,0.0,0.0,5.0,5.0,2.65034965034965,1.3166169494840823,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.6258741258741254,1.3404934226612546,2.0,10.245,16.48,6.235000000000001,11.517456293706294,1.6136942821164852,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.8031090944055943,0.6675565400019561,0.5953947,194.0,229.0,35.0,221.26048951048952,8.864424910753575,225.0
WROUGHT,other,T,1302.3333333333333,20.8,13.0,28.0,15.0,24.393939393939394,3.8643459387261037,28.0,49.0,73.0,24.0,59.52479338842975,5.433474489447442,61.0,26.9815386,58.933195,31.951656399999997,51.970102201652885,8.191843164178223,58.6934,933.47,2180.0,1246.53,1692.016432506887,248.6694916482633,1728.0,6.0,13.0,7.0,9.34435261707989,1.6499556041254015,10.0,3.0,4.0,1.0,3.836088154269973,0.2740895051188061,4.0,121.0,139.0,18.0,127.60606060606061,5.175640704566326,124.0,1.61,1.91,0.2999999999999998,1.8018181818181818,0.109373904332582,1.91,1.0,2.0,1.0,1.8360881542699725,0.27408950511880636,2.0,0.0,1.0,1.0,0.16391184573002754,0.27408950511880636,0.0,0.0,8.0,8.0,5.7052341597796135,2.101503388505643,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,7.7052341597796135,2.101503388505643,10.0,0.0,1.0,1.0,0.16391184573002754,0.27408950511880636,0.0,0.0,5.0,5.0,0.8195592286501377,1.370447525594032,0.0,0.0,5.0,5.0,2.6556473829201104,1.3221319126653461,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.6391184573002753,1.3383876329030349,2.0,10.245,16.48,6.235000000000001,11.527210743801653,1.6236416569906433,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.8048011308539944,0.6718850602114306,0.5953947,194.0,229.0,35.0,221.23002754820936,8.92664814941299,225.0
CAST,other,T,331.0,29.0,13.0,28.0,15.0,24.839708561020036,2.4193682170928437,24.0,49.0,73.0,24.0,56.60655737704918,5.034488936665771,49.0,26.9815386,58.933195,31.951656399999997,53.48391510273223,5.272852309315499,51.9961,933.47,2180.0,1246.53,1723.7523315118399,215.6614477058801,1519.0,6.0,13.0,7.0,8.446265938069217,1.5806185115510565,6.0,3.0,4.0,1.0,3.910746812386156,0.16257411222922322,4.0,121.0,139.0,18.0,131.01821493624772,6.173171290075348,124.0,1.55,1.91,0.3599999999999999,1.7520765027322405,0.1325211263399922,1.55,1.0,2.0,1.0,1.8178506375227688,0.29794194445273897,1.0,0.0,1.0,1.0,0.08925318761384335,0.16257411222922286,0.0,0.0,8.0,8.0,5.646630236794171,1.4790926373834192,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,7.553734061930783,1.5806185115510565,6.0,0.0,1.0,1.0,0.18214936247723132,0.29794194445273897,0.0,0.0,5.0,5.0,0.44626593806921677,0.8128705611461143,0.0,0.0,5.0,5.0,3.4608378870673953,1.317845660764231,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,4.089253187613843,1.1904406422009217,2.0,10.245,16.48,6.235000000000001,11.11981533823315,0.9823953173160672,10.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.7750161786319955,0.7683430392480908,0.0,194.0,229.0,35.0,219.35336976320582,10.093529882117183,194.0
WROUGHT,FCC,T,1290.0,5.0,13.0,29.0,16.0,25.545454545454547,2.8429752066115697,24.0,49.0,73.0,24.0,58.81818181818182,5.256198347107438,49.0,26.9815386,63.546,36.5644614,55.00081169090909,6.18703572231405,51.9961,933.47,2180.0,1246.53,1693.0009090909093,259.9986776859503,1357.77,6.0,13.0,7.0,9.181818181818182,1.6528925619834711,6.0,3.0,4.0,1.0,3.909090909090909,0.16528925619834703,4.0,121.0,139.0,18.0,129.72727272727272,5.024793388429753,124.0,1.61,1.91,0.2999999999999998,1.8154545454545454,0.09388429752066113,1.66,1.0,2.0,1.0,1.6363636363636365,0.4628099173553718,1.0,0.0,1.0,1.0,0.09090909090909091,0.1652892561983471,0.0,0.0,10.0,10.0,6.545454545454546,1.9504132231404958,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,8.0,8.272727272727273,1.884297520661157,6.0,0.0,1.0,1.0,0.36363636363636365,0.4628099173553719,0.0,0.0,5.0,5.0,0.45454545454545453,0.8264462809917354,0.0,0.0,5.0,5.0,2.5454545454545454,1.586776859504132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,3.3636363636363638,1.487603305785124,1.0,10.245,16.48,6.235000000000001,11.235454545454544,0.9535537190082638,10.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.7735506727272727,0.7680118743801653,0.0,194.0,229.0,35.0,220.8181818181818,9.752066115702483,194.0
WROUGHT,other,T,967.0,17.3,13.0,29.0,16.0,25.545454545454547,2.8429752066115697,24.0,49.0,73.0,24.0,58.81818181818182,5.256198347107438,49.0,26.9815386,63.546,36.5644614,55.00081169090909,6.18703572231405,51.9961,933.47,2180.0,1246.53,1693.0009090909093,259.9986776859503,1357.77,6.0,13.0,7.0,9.181818181818182,1.6528925619834711,6.0,3.0,4.0,1.0,3.909090909090909,0.16528925619834703,4.0,121.0,139.0,18.0,129.72727272727272,5.024793388429753,124.0,1.61,1.91,0.2999999999999998,1.8154545454545454,0.09388429752066113,1.66,1.0,2.0,1.0,1.6363636363636365,0.4628099173553718,1.0,0.0,1.0,1.0,0.09090909090909091,0.1652892561983471,0.0,0.0,10.0,10.0,6.545454545454546,1.9504132231404958,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,8.0,8.272727272727273,1.884297520661157,6.0,0.0,1.0,1.0,0.36363636363636365,0.4628099173553719,0.0,0.0,5.0,5.0,0.45454545454545453,0.8264462809917354,0.0,0.0,5.0,5.0,2.5454545454545454,1.586776859504132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,3.3636363636363638,1.487603305785124,1.0,10.245,16.48,6.235000000000001,11.235454545454544,0.9535537190082638,10.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.7735506727272727,0.7680118743801653,0.0,194.0,229.0,35.0,220.8181818181818,9.752066115702483,194.0
CAST,other,T,774.0,6.4,13.0,28.0,15.0,23.8,4.319999999999999,28.0,49.0,73.0,24.0,59.8,6.24,61.0,26.9815386,58.6934,31.711861399999997,50.44188772,9.384139648,58.6934,933.47,2180.0,1246.53,1676.0940000000003,297.0495999999998,1728.0,6.0,13.0,7.0,9.4,1.92,10.0,3.0,4.0,1.0,3.8,0.3200000000000001,4.0,121.0,139.0,18.0,128.0,6.0,124.0,1.61,1.91,0.2999999999999998,1.784,0.11919999999999997,1.91,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,8.0,8.0,5.4,2.32,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,7.4,2.32,10.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,5.0,5.0,2.6,1.52,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.8,1.44,2.0,10.32,16.48,6.16,11.808000000000002,1.868800000000001,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.66029044,0.5801489439999999,0.5953947,225.0,229.0,4.0,226.6,1.9199999999999988,225.0
CAST,other,C,1091.0,50.0,13.0,28.0,15.0,24.333333333333332,2.666666666666667,24.0,49.0,73.0,24.0,56.333333333333336,5.777777777777779,49.0,26.9815386,58.6934,31.711861399999997,52.21406984444444,5.7041046518518534,51.9961,933.47,2180.0,1246.53,1712.1633333333334,258.8933333333333,1519.0,6.0,13.0,7.0,8.333333333333334,1.7777777777777777,6.0,3.0,4.0,1.0,3.888888888888889,0.1975308641975309,4.0,121.0,139.0,18.0,132.11111111111111,6.123456790123457,124.0,1.55,1.91,0.3599999999999999,1.7233333333333334,0.13037037037037036,1.55,1.0,2.0,1.0,1.7777777777777777,0.34567901234567905,1.0,0.0,1.0,1.0,0.1111111111111111,0.1975308641975309,0.0,0.0,8.0,8.0,5.333333333333333,1.4814814814814814,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,7.222222222222222,1.5802469135802468,6.0,0.0,1.0,1.0,0.2222222222222222,0.34567901234567905,0.0,0.0,5.0,5.0,0.5555555555555556,0.9876543209876542,0.0,0.0,5.0,5.0,3.5555555555555554,1.4814814814814816,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,4.333333333333333,1.1851851851851853,2.0,10.32,16.48,6.16,11.3261302682,1.1453043848444446,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.6014150268199233,0.670776788080034,0.0,217.0,229.0,12.0,225.0,3.5555555555555554,217.0
CAST,BCC,C,1302.0,46.0,13.0,73.0,60.0,46.27272727272727,19.074380165289256,22.0,43.0,73.0,30.0,47.90909090909091,4.5950413223140485,43.0,26.9815386,180.94788,153.9663414,109.9865507818182,50.71446488595041,47.867,933.47,3290.0,2356.5299999999997,2378.497272727273,512.9120661157025,1941.0,4.0,13.0,9.0,5.181818181818182,1.421487603305785,4.0,3.0,6.0,3.0,5.0,0.7272727272727273,4.0,121.0,175.0,54.0,164.45454545454547,9.68595041322314,160.0,1.3,1.61,0.31000000000000005,1.468181818181818,0.111404958677686,1.3,1.0,2.0,1.0,1.8181818181818181,0.2975206611570248,1.0,0.0,1.0,1.0,0.09090909090909091,0.1652892561983471,0.0,0.0,4.0,4.0,2.3636363636363638,0.8264462809917354,2.0,0.0,14.0,14.0,5.090909090909091,6.479338842975207,0.0,3.0,19.0,16.0,9.363636363636363,6.644628099173554,4.0,0.0,1.0,1.0,0.18181818181818182,0.2975206611570248,0.0,0.0,5.0,5.0,0.45454545454545453,0.8264462809917354,0.0,0.0,8.0,8.0,6.7272727272727275,1.487603305785124,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,7.363636363636363,0.6942148760330579,7.0,16.48,23.195,6.715,19.386363636363637,2.4080991735537185,16.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,4.0969696969636364e-06,6.704132231395042e-06,0.0,194.0,229.0,35.0,209.54545454545453,16.958677685950413,194.0
CAST,BCC,C,1625.0,11.0,13.0,42.0,29.0,29.88888888888889,10.320987654320987,22.0,43.0,73.0,30.0,49.44444444444444,5.481481481481481,43.0,26.9815386,95.96,68.97846139999999,66.92569984444444,24.45110236049383,47.867,933.47,2896.0,1962.53,2274.83,487.2622222222222,1941.0,4.0,13.0,9.0,5.888888888888889,1.6296296296296298,4.0,3.0,5.0,2.0,4.333333333333333,0.5925925925925926,4.0,121.0,164.0,43.0,153.66666666666666,7.555555555555559,153.0,1.54,2.16,0.6200000000000001,1.718888888888889,0.1960493827160494,1.54,1.0,2.0,1.0,1.5555555555555556,0.4938271604938272,1.0,0.0,1.0,1.0,0.1111111111111111,0.1975308641975309,0.0,0.0,5.0,5.0,3.111111111111111,1.2345679012345678,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,3.0,4.777777777777778,0.7407407407407408,4.0,0.0,1.0,1.0,0.4444444444444444,0.4938271604938272,0.0,0.0,5.0,5.0,0.5555555555555556,0.9876543209876542,0.0,0.0,8.0,8.0,5.777777777777778,1.6296296296296295,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,6.777777777777778,0.7407407407407408,6.0,13.01,18.18,5.17,15.957777777777778,1.429135802469136,13.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,5.0074074074e-06,7.789300411511112e-06,0.0,194.0,229.0,35.0,220.77777777777777,11.901234567901238,194.0
WROUGHT,other,C,1634.0,11.6,13.0,73.0,60.0,36.5,13.125,22.0,43.0,73.0,30.0,48.625,6.09375,43.0,26.9815386,180.94788,153.9663414,83.990522325,32.31400709375001,47.867,933.47,3290.0,2356.5299999999997,2232.68375,522.9871875,1941.0,4.0,13.0,9.0,5.5,1.875,4.0,3.0,6.0,3.0,4.625,0.71875,4.0,121.0,175.0,54.0,161.125,10.59375,160.0,1.33,1.61,0.28,1.50625,0.0896875,1.33,1.0,2.0,1.0,1.75,0.375,1.0,0.0,1.0,1.0,0.125,0.21875,0.0,0.0,4.0,4.0,2.375,0.96875,2.0,0.0,14.0,14.0,1.75,3.0625,0.0,3.0,19.0,16.0,6.0,3.25,4.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,5.0,5.0,0.625,1.09375,0.0,0.0,8.0,8.0,6.375,1.78125,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,7.25,0.75,7.0,16.48,23.195,6.715,18.841250000000002,2.176875000000001,16.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,5.633333333325e-06,8.4499999999875e-06,0.0,194.0,229.0,35.0,211.0,17.0,194.0
CAST,other,T,545.0,16.5,13.0,28.0,15.0,24.30683311432326,3.899200685176327,28.0,49.0,73.0,24.0,59.489159001314064,5.528830978327499,61.0,26.9815386,58.933195,31.951656399999997,51.807697427595265,8.335195243693287,58.6934,933.47,2180.0,1246.53,1691.1472306176083,254.38440528620103,1728.0,6.0,13.0,7.0,9.328515111695138,1.6738591762343276,10.0,3.0,4.0,1.0,3.832128777923785,0.2793809497497066,4.0,121.0,139.0,18.0,127.69316688567673,5.242170461786048,124.0,1.61,1.91,0.2999999999999998,1.7992049934296976,0.11026117167224121,1.91,1.0,2.0,1.0,1.8321287779237845,0.2793809497497069,2.0,0.0,1.0,1.0,0.16787122207621552,0.2793809497497069,0.0,0.0,8.0,8.0,5.649802890932983,2.1150450424004656,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,7.649802890932984,2.115045042400465,10.0,0.0,1.0,1.0,0.16787122207621552,0.2793809497497069,0.0,0.0,5.0,5.0,0.8393561103810776,1.3969047487485344,0.0,0.0,5.0,5.0,2.671484888304862,1.3381167320818965,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.678712220762155,1.3308371652901554,2.0,10.245,16.48,6.235000000000001,11.556371550591326,1.6530710497029109,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.809859452693824,0.6847182085065123,0.5953947,194.0,229.0,35.0,221.13896189224707,9.111701397462692,225.0
CAST,other,T,796.0,15.7,13.0,28.0,15.0,24.11056105610561,3.8144408500255964,26.0,49.0,73.0,24.0,59.01980198019801,6.059405940594059,55.0,26.9815386,58.6934,31.711861399999997,51.225044184488446,8.241191667334357,55.845,933.47,2180.0,1246.53,1697.1739438943894,259.6089314228453,1728.0,6.0,13.0,7.0,9.169966996699669,1.8498349834983498,8.0,3.0,4.0,1.0,3.83003300330033,0.2821564334651287,4.0,121.0,139.0,18.0,128.67986798679866,5.699669966996699,124.0,1.61,1.91,0.2999999999999998,1.7901155115511551,0.10545807055953119,1.83,1.0,2.0,1.0,1.8300330033003298,0.2821564334651288,2.0,0.0,1.0,1.0,0.16996699669966997,0.2821564334651287,0.0,0.0,8.0,8.0,5.470297029702969,2.019409861778257,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,7.470297029702969,2.019409861778257,8.0,0.0,1.0,1.0,0.16996699669966997,0.2821564334651287,0.0,0.0,5.0,5.0,0.8498349834983498,1.4107821673256433,0.0,0.0,5.0,5.0,2.8300330033003296,1.50990099009901,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.8498349834983494,1.2210131904279538,2.0,10.32,16.48,6.16,11.650181518151815,1.6418194839285907,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.8930882838283828,0.8036795486281301,0.5953947,225.0,229.0,4.0,226.99999999999997,2.0,225.0
CAST,other,C,1202.0,32.6,6.0,28.0,22.0,24.283076923076923,4.209420118343195,26.0,55.0,77.0,22.0,60.4782905982906,4.915084520417855,55.0,12.0107,58.933195,46.922495,51.862331025094015,9.282053135231617,55.845,933.47,3823.0,2889.5299999999997,1618.7592068376068,254.90415625275773,1811.0,8.0,14.0,6.0,9.639658119658119,1.4229211775878443,8.0,2.0,4.0,2.0,3.8133333333333335,0.3037720797720797,4.0,76.0,132.0,56.0,126.63247863247864,3.6701000803564923,132.0,1.61,2.55,0.9399999999999997,1.8199965811965813,0.07811154883483082,1.83,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.1866666666666667,0.3037720797720798,0.0,0.0,8.0,8.0,5.58974358974359,2.083015559938637,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,7.776410256410257,1.7792434801665569,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.9312820512820514,1.5155222441376288,0.0,0.0,4.0,4.0,2.5470085470085473,1.2072174738841406,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.4782905982905983,0.9231049747972825,4.0,5.64,16.48,10.84,11.586533333333335,1.8202023019943034,10.73,0.0,4.496,4.496,0.0015370940170940175,0.0030731370297319024,0.0,0.0,2.1106628,2.1106628,1.2273265883760685,0.7555049529192783,2.1106628,194.0,229.0,35.0,219.04410256410256,11.832803331141795,229.0
CAST,other,T,526.0,16.0,13.0,28.0,15.0,24.690647482014388,2.6033849179649087,24.0,49.0,73.0,24.0,56.81294964028776,5.193830547073132,49.0,26.9815386,58.933195,31.951656399999997,53.15025208920862,5.686558145023554,51.9961,933.47,2180.0,1246.53,1713.8027338129496,227.2622535065473,1519.0,6.0,13.0,7.0,8.503597122302157,1.622586822628228,6.0,3.0,4.0,1.0,3.899280575539568,0.18115004399358234,4.0,121.0,139.0,18.0,130.89208633093523,6.231561513379226,124.0,1.55,1.91,0.3599999999999999,1.7502877697841726,0.13278298224729568,1.55,1.0,2.0,1.0,1.8201438848920863,0.29501578593240513,1.0,0.0,1.0,1.0,0.10071942446043165,0.18115004399358212,0.0,0.0,8.0,8.0,5.575539568345323,1.5371875161741109,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,7.496402877697841,1.6225868226282283,6.0,0.0,1.0,1.0,0.17985611510791366,0.29501578593240513,0.0,0.0,5.0,5.0,0.5035971223021583,0.9057502199679106,0.0,0.0,5.0,5.0,3.4172661870503593,1.3482738988665182,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,4.100719424460431,1.1878267170436312,2.0,10.245,16.48,6.235000000000001,11.187299677499999,1.0671267996762583,10.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.7652587806995782,0.7656893664031811,0.0,194.0,229.0,35.0,219.42446043165467,10.017597432845092,194.0
CAST,other,C,1129.4,16.7,13.0,28.0,15.0,24.402048655569782,4.182708402668367,28.0,49.0,73.0,24.0,60.46030729833546,4.857234314980794,61.0,26.9815386,58.933195,31.951656399999997,52.10716542996158,9.06226292739208,58.6934,933.47,2180.0,1246.53,1650.5077272727272,257.9866854848097,1728.0,6.0,13.0,7.0,9.640204865556978,1.4391805377720872,10.0,3.0,4.0,1.0,3.8201024327784894,0.29506886505858554,4.0,121.0,139.0,18.0,126.35787451984633,3.6521679254903083,124.0,1.61,1.91,0.2999999999999998,1.8140653008962866,0.10419530920829367,1.91,1.0,2.0,1.0,1.9001280409731114,0.17979510165404017,2.0,0.0,1.0,1.0,0.1798975672215109,0.29506886505858576,0.0,0.0,8.0,8.0,5.761203585147246,2.2248988050055662,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,7.84122919334187,2.1096250416010203,10.0,0.0,1.0,1.0,0.0998719590268886,0.17979510165404017,0.0,0.0,5.0,5.0,0.8994878361075546,1.4753443252929286,0.0,0.0,5.0,5.0,2.4398207426376444,1.1594110115236875,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.4391805377720868,1.1851036377735624,2.0,10.245,16.48,6.235000000000001,11.533485915492957,1.7797317000595116,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.8663212161331626,0.6581890262698762,0.5953947,194.0,229.0,35.0,216.4910371318822,13.506141376251927,225.0
