Crystallinity,Temperature (K),log Resistivity,Power factor (W*m/K^2),ZT,Thermal conductivity (W/(m*K)),Seebeck coefficient (uV/K),MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber
polycrystalline,300.0008636,-3.210599106,0.0028,0.083623065,10.0594,-131.398,28.0,50.0,22.0,39.34,7.559999999999999,28.0,44.0,80.0,36.0,61.68666666666667,12.208888888888888,61.0,58.6934,118.71,60.0166,89.55368253333332,20.573521688888896,58.6934,505.08,2750.0,2244.92,1457.8400000000001,635.1733333333333,505.08,4.0,14.0,10.0,9.34,3.546666666666667,10.0,4.0,5.0,1.0,4.666666666666667,0.44444444444444436,4.0,124.0,175.0,51.0,145.92666666666665,19.23555555555555,124.0,1.33,1.96,0.6299999999999999,1.7351333333333334,0.26648888888888883,1.91,1.0,2.0,1.0,1.9933333333333334,0.013244444444444378,2.0,0.0,2.0,2.0,0.6666666666666666,0.888888888888889,0.0,2.0,10.0,8.0,6.68,3.0933333333333337,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,14.0,10.0,9.34,3.546666666666667,10.0,0.0,1.0,1.0,0.006666666666666667,0.013244444444444446,0.0,0.0,4.0,4.0,1.3333333333333333,1.777777777777778,0.0,0.0,8.0,8.0,3.3200000000000003,3.0933333333333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,4.66,2.2133333333333334,2.0,10.32,33.285,22.964999999999996,22.233233333333335,7.996198666666665,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953947,0.5953947,0.19846490000000003,0.2646198666666667,0.0,141.0,229.0,88.0,186.9,30.599999999999998,141.0
polycrystalline,1000.000977,-3.516197392,0.000376,0.059798731,6.2948,-33.86,8.0,74.0,66.0,25.732401934443846,25.93637725177655,8.0,51.0,87.0,36.0,77.32778076303062,14.147114864605394,87.0,15.9994,183.84,167.8406,61.09359666845782,65.95722908734132,15.9994,54.8,3695.0,3640.2,1032.8225685115528,1430.5090980593482,54.8,6.0,16.0,10.0,13.313272434175175,3.929754129057052,16.0,2.0,6.0,4.0,3.07469102632993,1.5719016516228208,2.0,66.0,162.0,96.0,91.79258463191832,37.7256396389477,66.0,2.36,3.44,1.08,3.149833422890919,0.42441344593816166,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.9253089736700697,1.5719016516228212,4.0,0.0,4.0,4.0,1.07469102632993,1.5719016516228212,0.0,0.0,14.0,14.0,3.7614185921547554,5.501655780679874,0.0,6.0,20.0,14.0,9.761418592154756,5.501655780679874,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.4626544868350349,0.7859508258114106,2.0,0.0,6.0,6.0,1.6120365394948952,2.3578524774342315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.07469102632993,1.5719016516228208,2.0,9.105,16.05,6.945,10.97093229446534,2.729214242630123,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,70.3019881783987,85.27566460053804,12.0
polycrystalline,1000.000446,-2.106182776,0.000495,0.241256545,2.05,196.8,8.0,83.0,75.0,16.18125,9.20390625,8.0,7.0,87.0,80.0,66.23125,24.106171875,87.0,15.9994,208.9804,192.981,34.41450625,20.71699453125,15.9994,54.8,1768.0,1713.2,671.18875,698.191921875,54.8,2.0,16.0,14.0,11.86875,4.7650781250000005,16.0,2.0,6.0,4.0,2.9125,1.0265624999999998,2.0,66.0,176.0,110.0,101.1,39.4875,66.0,1.0,3.44,2.44,2.611625,0.931921875,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.30625,1.9314843750000001,4.0,0.0,10.0,10.0,1.9375,2.83359375,0.0,0.0,14.0,14.0,0.2625,0.51515625,0.0,2.0,29.0,27.0,6.50625,2.090390625,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.18125,0.9892968750000001,2.0,0.0,3.0,3.0,0.75,1.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.93125,0.651796875,2.0,9.105,37.77,28.665000000000003,14.674312500000003,8.480132812500003,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5484712,1.5484712,0.3871178,0.5806767,0.0,12.0,225.0,213.0,93.44375,94.67835937500001,12.0
polycrystalline,300.0000469,-3.432973634,0.00124,0.056889344,6.55,-67.7,12.0,83.0,71.0,12.781666666666666,1.0422222222222222,12.0,68.0,86.0,18.0,71.34666666666668,4.462222222222226,68.0,24.305,208.9804,184.6754,25.866658166666664,2.082210888888888,24.305,544.4,1687.0,1142.6,1175.7623333333333,339.12098555555554,923.0,2.0,15.0,13.0,6.001666666666666,5.335555555555556,2.0,3.0,6.0,3.0,3.0049999999999994,0.009983333333332784,3.0,111.0,148.0,37.0,131.06166666666667,13.307572222222221,141.0,1.31,2.02,0.71,1.506866666666667,0.26248888888888894,1.31,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,0.6683333333333333,0.8911111111111111,0.0,0.0,10.0,10.0,0.016666666666666666,0.033277777777777774,0.0,0.0,14.0,14.0,0.023333333333333334,0.046588888888888895,0.0,2.0,29.0,27.0,2.7083333333333335,0.9444444444444445,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.3316666666666668,1.7755555555555553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.3316666666666668,1.7755555555555553,0.0,20.44,32.95,12.510000000000002,22.094183333333334,1.0972749444444443,22.89,0.0,0.773,0.773,0.2563783333333333,0.3426923722222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,227.0,215.0,204.64166666666665,14.831027777777775,194.0
polycrystalline,700.0007388,-0.986745547,0.000127,0.041301192,2.15813,-362.325,8.0,25.0,17.0,13.8,6.959999999999999,8.0,7.0,87.0,80.0,64.0,27.6,87.0,15.9994,54.938045,38.938645,28.602849000000003,15.124138800000003,15.9994,54.8,1519.0,1464.2,559.6800000000001,605.856,54.8,2.0,16.0,14.0,11.4,5.5200000000000005,16.0,2.0,4.0,2.0,2.8,0.96,2.0,66.0,176.0,110.0,102.6,43.92,66.0,1.0,3.44,2.44,2.5740000000000003,1.0392,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,5.4,1.3599999999999999,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.2,1.12,2.0,9.105,37.77,28.665000000000003,15.11451724138,9.062193103448001,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000310120689655,0.000310120689655,6.2024137931e-05,9.923862068959999e-05,0.0,12.0,225.0,213.0,95.6,100.32000000000001,12.0
polycrystalline,700.0005998,-3.087777943,2.39e-05,0.004207081,3.97842,13.9768,16.0,52.0,36.0,45.142857142857146,6.857142857142857,52.0,50.0,90.0,40.0,72.71428571428571,19.46938775510204,90.0,32.065,127.6,95.535,107.21607142857144,20.383928571428573,127.6,388.36,2896.0,2507.64,1630.212857142857,1084.9604081632654,722.66,6.0,16.0,10.0,11.714285714285714,4.8979591836734695,16.0,3.0,5.0,2.0,4.857142857142857,0.26530612244897994,5.0,105.0,154.0,49.0,142.5,9.857142857142858,138.0,2.1,2.58,0.48,2.16,0.06000000000000002,2.1,1.0,2.0,1.0,1.5714285714285714,0.489795918367347,2.0,0.0,4.0,4.0,2.2857142857142856,1.959183673469388,4.0,0.0,10.0,10.0,7.142857142857143,2.857142857142857,10.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,10.0,11.0,5.0,16.0,0.0,1.0,1.0,0.42857142857142855,0.489795918367347,0.0,0.0,2.0,2.0,1.1428571428571428,0.979591836734694,2.0,0.0,5.0,5.0,2.142857142857143,2.4489795918367347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.7142857142857144,1.959183673469388,2.0,15.69,34.7633333333,19.0733333333,25.947872023792854,8.81546130950714,34.7633333333,0.0,2.202,2.202,0.3892857142857143,0.3336734693877551,0.464,0.0,0.0,0.0,0.0,0.0,0.0,70.0,229.0,159.0,179.14285714285714,42.73469387755102,152.0
polycrystalline,400.0003879,-2.058388055,0.00134,0.064001427,8.395,-342.674,28.0,50.0,22.0,39.333333333333336,7.5555555555555545,28.0,44.0,80.0,36.0,61.666666666666664,12.222222222222221,44.0,58.6934,118.71,60.0166,89.54246666666666,20.566044444444447,58.6934,505.08,2128.0,1622.92,1453.6933333333334,632.4088888888889,505.08,4.0,14.0,10.0,9.333333333333334,3.5555555555555554,4.0,4.0,5.0,1.0,4.666666666666667,0.44444444444444436,4.0,124.0,175.0,51.0,146.0,19.333333333333332,124.0,1.33,1.96,0.6299999999999999,1.7333333333333334,0.2688888888888888,1.33,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.6666666666666666,0.888888888888889,0.0,2.0,10.0,8.0,6.666666666666667,3.1111111111111107,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,14.0,10.0,9.333333333333334,3.5555555555555554,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.3333333333333333,1.777777777777778,0.0,0.0,8.0,8.0,3.3333333333333335,3.111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,4.666666666666667,2.2222222222222223,2.0,10.32,33.285,22.964999999999996,22.266666666666666,7.964444444444443,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953947,0.5953947,0.19846490000000003,0.2646198666666667,0.0,141.0,225.0,84.0,186.66666666666666,30.444444444444446,141.0
polycrystalline,1000.0004,0.472756449,6.43e-06,0.000749156,8.58,-436.926,8.0,30.0,22.0,19.0,11.0,8.0,69.0,87.0,18.0,78.0,9.0,69.0,15.9994,65.38,49.380599999999994,40.689699999999995,24.690299999999997,15.9994,54.8,692.68,637.88,373.73999999999995,318.93999999999994,54.8,12.0,16.0,4.0,14.0,2.0,12.0,2.0,4.0,2.0,3.0,1.0,2.0,66.0,122.0,56.0,94.0,28.0,66.0,1.65,3.44,1.79,2.545,0.895,1.65,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.0,2.0,0.0,0.0,10.0,10.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,6.0,9.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,9.105,13.96,4.855,11.5325,2.4275,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,103.0,91.0,12.0
single crystal,400.0000338,-2.623072829,0.000605,0.113817986,2.1246,120.0,8.0,83.0,75.0,25.714285714285715,20.244897959183675,8.0,8.0,87.0,79.0,71.42857142857143,21.95918367346939,87.0,15.9994,208.9804,192.981,59.93302785714286,50.49552693877552,15.9994,54.8,1768.0,1713.2,511.65714285714284,522.1224489795919,54.8,2.0,16.0,14.0,12.857142857142858,4.204081632653061,16.0,2.0,6.0,4.0,3.2857142857142856,1.4693877551020407,2.0,66.0,195.0,129.0,104.71428571428571,44.244897959183675,66.0,0.95,3.44,2.49,2.6585714285714284,0.893061224489796,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.7142857142857144,1.5510204081632655,4.0,0.0,10.0,10.0,2.4285714285714284,3.4693877551020407,0.0,0.0,14.0,14.0,2.0,3.4285714285714284,0.0,2.0,29.0,27.0,9.142857142857142,5.673469387755101,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.5714285714285714,0.8979591836734694,2.0,0.0,3.0,3.0,0.42857142857142855,0.7346938775510204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.5714285714285714,2.0,9.105,54.23,45.125,19.12071428571429,13.982448979591839,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5484712,1.5484712,0.22121017142857144,0.3792174367346939,0.0,12.0,225.0,213.0,68.42857142857143,80.61224489795917,12.0
polycrystalline,300.0002284,-2.676321036,0.000583,0.173267726,1.01,110.866,30.0,51.0,21.0,39.0,10.285714285714286,30.0,69.0,85.0,16.0,75.85714285714286,7.836734693877552,69.0,65.38,121.76,56.38000000000001,89.54285714285713,27.614693877551023,65.38,692.68,903.78,211.10000000000002,783.1514285714285,103.39591836734694,692.68,12.0,15.0,3.0,13.285714285714286,1.469387755102041,12.0,4.0,5.0,1.0,4.428571428571429,0.489795918367347,4.0,122.0,139.0,17.0,129.28571428571428,8.326530612244897,122.0,1.65,2.05,0.3999999999999999,1.8214285714285714,0.19591836734693874,1.65,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,1.2857142857142858,1.4693877551020407,0.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,15.0,3.0,13.285714285714286,1.469387755102041,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.2857142857142858,1.4693877551020407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.2857142857142858,1.4693877551020407,0.0,13.96,31.56,17.599999999999998,21.502857142857142,8.620408163265305,13.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,194.0,28.0,182.0,13.714285714285714,194.0
polycrystalline,1000.000038,-2.204119983,0.00134,0.668168,2.0,289.0,31.0,56.0,25.0,35.25925925925926,6.145404663923182,32.0,9.0,79.0,70.0,67.14814814814815,17.229080932784633,79.0,69.723,137.327,67.604,81.35896296296296,16.58312208504801,72.64,302.91,1211.4,908.49,910.8992592592592,360.2899314128944,1211.4,2.0,14.0,12.0,11.925925925925926,2.941015089163238,14.0,4.0,6.0,2.0,4.296296296296297,0.5048010973936903,4.0,120.0,215.0,95.0,134.66666666666666,23.802469135802465,120.0,0.89,2.01,1.1199999999999997,1.7848148148148146,0.2651303155006859,2.01,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,1.4074074074074074,0.6584362139917695,2.0,0.0,10.0,10.0,8.518518518518519,2.5240054869684494,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,12.0,11.925925925925926,2.941015089163238,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.7037037037037037,1.0973936899862824,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.7037037037037037,1.0973936899862824,4.0,18.8575,63.59,44.7325,27.788703703703707,10.607791495198907,23.005,0.0,0.383,0.383,0.2127777777777778,0.18913580246913583,0.383,0.0,0.0,0.0,0.0,0.0,0.0,64.0,229.0,165.0,177.88888888888889,67.48971193415639,225.0
polycrystalline,300.0008725,-3.383815514,0.000628,0.062528934,3.01429,50.95,11.0,82.0,71.0,65.1089108910891,16.72385060288207,82.0,2.0,90.0,88.0,84.59900990099011,5.199000098029606,81.0,22.98976928,207.2,184.21023072,162.3583145473267,44.39770836898342,207.2,370.87,722.66,351.78999999999996,641.7764356435642,68.07032643858442,600.61,1.0,16.0,15.0,14.86138613861386,1.127340456817959,14.0,3.0,6.0,3.0,5.4009900990099,0.5930791098911871,6.0,120.0,166.0,46.0,140.9009900990099,5.545534751494952,146.0,0.93,2.55,1.6199999999999997,2.235693069306931,0.14005244583864324,2.33,1.0,2.0,1.0,1.9900990099009899,0.019605920988138646,2.0,0.0,4.0,4.0,2.9702970297029703,1.0195078913831976,2.0,0.0,10.0,10.0,9.900990099009901,0.19605920988138426,10.0,0.0,14.0,14.0,6.930693069306931,6.999313792765415,14.0,1.0,28.0,27.0,21.79207920792079,6.1464562297813945,28.0,0.0,1.0,1.0,0.009900990099009901,0.019605920988138417,0.0,0.0,4.0,4.0,2.9702970297029703,1.0195078913831976,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,2.98019801980198,1.0097049308891286,4.0,25.92,34.7633333333,8.843333333299995,30.758267326718315,3.3706001045489393,28.11,0.0,0.799,0.799,0.2545792079207921,0.25709979413782963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,229.0,215.0,178.65346534653466,46.8846191549848,225.0
polycrystalline,400.0003629,-2.663940722,0.00364,0.537,2.712932995,-281.0,28.0,72.0,44.0,46.0005,10.500375,50.0,44.0,85.0,41.0,66.37750000000001,13.6275,80.0,58.6934,178.49,119.79660000000001,107.744125,28.65539375,118.71,505.08,2506.0,2000.92,1263.98935,758.51065,505.08,4.0,15.0,11.0,10.5005,3.5004999999999997,14.0,4.0,6.0,2.0,4.875000000000001,0.43749999999999956,5.0,124.0,175.0,51.0,144.25,15.375,139.0,1.3,2.05,0.7499999999999998,1.786295,0.23564749999999998,1.96,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,1.0005,1.0005,2.0,2.0,10.0,8.0,7.5,2.7500000000000004,10.0,0.0,14.0,14.0,1.75,3.0625000000000004,0.0,4.0,18.0,14.0,12.2505,3.187875,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.9995,1.9994999999999998,4.0,0.0,8.0,8.0,2.5,2.7500000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,4.4995,1.75025,4.0,10.32,33.285,22.964999999999996,24.896012499999998,8.3872625,33.285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953947,0.5953947,0.148848675,0.2232730125,0.0,141.0,225.0,84.0,175.26250000000002,34.237500000000004,141.0
polycrystalline,1000.000478,-2.573412297,0.000453,0.277913956,1.63073,-110.012,8.0,49.0,41.0,23.720000000000002,18.864,8.0,75.0,87.0,12.0,82.36,5.5680000000000005,87.0,15.9994,114.818,98.8186,53.83972,45.408384,15.9994,54.8,1211.4,1156.6000000000001,236.046,217.4952,54.8,13.0,16.0,3.0,14.84,1.3920000000000001,16.0,2.0,5.0,3.0,3.16,1.3920000000000001,2.0,66.0,142.0,76.0,95.52000000000001,35.424,66.0,1.78,3.44,1.66,2.7852,0.78576,3.44,2.0,2.0,0.0,2.0,0.0,2.0,1.0,4.0,3.0,2.84,1.3920000000000001,4.0,0.0,10.0,10.0,4.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,8.0,8.84,3.408,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.16,1.3920000000000001,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.16,1.3920000000000001,2.0,9.105,24.26,15.155000000000001,15.116800000000001,7.2141600000000015,9.105,0.0,0.383,0.383,0.01532,0.0294144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,66.24000000000001,65.08800000000001,12.0
polycrystalline,300.0004952,-1.698970004,0.000162,0.01944,2.5,-180.0,8.0,41.0,33.0,13.863999999999999,7.0367999999999995,8.0,7.0,87.0,80.0,63.98,27.624000000000002,87.0,15.9994,92.90638,76.90698,28.75472234,15.306386808000003,15.9994,54.8,2750.0,2695.2,564.604,611.7648,54.8,2.0,16.0,14.0,11.392,5.5296,16.0,2.0,5.0,3.0,2.804,0.9648,2.0,66.0,176.0,110.0,102.7,44.04,66.0,1.0,3.44,2.44,2.5742000000000003,1.0389599999999999,3.44,1.0,2.0,1.0,1.996,0.007968000000000003,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,5.0,5.0,0.9960000000000001,1.5936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,5.392,1.3599359999999998,6.0,0.0,1.0,1.0,0.004,0.007968,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,6.0,6.0,1.004,1.6064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,2.2079999999999997,1.1328,2.0,9.105,37.77,28.665000000000003,15.1452868965524,9.074162946206622,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000310120689655,0.000310120689655,6.0783655172379996e-05,9.774011751718702e-05,0.0,12.0,229.0,217.0,95.648,100.3776,12.0
polycrystalline,300.000598,-1.478861916,0.000112,0.022589755,1.49,193.0,11.0,51.0,40.0,33.19615384615385,16.43431952662722,51.0,2.0,85.0,83.0,53.13461538461539,35.52662721893491,85.0,22.98976928,121.76,98.77023072,75.69682043569232,42.51985805936094,121.76,370.87,1115.0,744.13,986.7241153846154,97.68701982248523,903.78,1.0,15.0,14.0,9.688461538461539,5.92189349112426,15.0,3.0,5.0,2.0,4.303846153846154,0.6426035502958579,5.0,121.0,176.0,55.0,150.42307692307693,19.59763313609468,139.0,0.93,2.05,1.1199999999999997,1.5781923076923077,0.44530177514792896,2.05,1.0,2.0,1.0,1.9961538461538464,0.007662721893490891,2.0,0.0,3.0,3.0,1.5384615384615385,1.3491124260355032,3.0,0.0,10.0,10.0,4.615384615384615,4.970414201183432,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,14.0,8.15,6.323076923076924,15.0,0.0,1.0,1.0,0.0038461538461538464,0.007662721893491125,0.0,0.0,5.0,5.0,2.1538461538461537,1.6568047337278105,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.1576923076923076,1.65207100591716,3.0,16.48,37.77,21.290000000000003,31.595666666666542,4.701992307692408,31.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,229.0,63.0,197.78461538461536,29.339644970414206,166.0
polycrystalline,400.0006214,-2.793174124,0.000711,0.273506928,1.04,107.0,29.0,34.0,5.0,30.666666666666668,2.2222222222222228,29.0,64.0,89.0,25.0,72.33333333333333,11.111111111111109,64.0,63.546,78.96,15.413999999999994,68.684,6.8506666666666645,63.546,494.0,1357.77,863.77,1069.8466666666666,383.8977777777778,1357.77,11.0,16.0,5.0,12.666666666666666,2.222222222222222,11.0,4.0,4.0,0.0,4.0,0.0,4.0,120.0,132.0,12.0,128.0,5.333333333333333,132.0,1.9,2.55,0.6499999999999999,2.1166666666666667,0.2888888888888889,1.9,1.0,2.0,1.0,1.3333333333333333,0.4444444444444444,1.0,0.0,4.0,4.0,1.3333333333333333,1.777777777777778,0.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,5.0,12.666666666666666,2.222222222222222,11.0,0.0,1.0,1.0,0.6666666666666666,0.4444444444444445,1.0,0.0,2.0,2.0,0.6666666666666666,0.888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.3333333333333333,0.4444444444444444,1.0,11.07,25.92,14.850000000000001,16.02,6.6000000000000005,11.07,0.0,0.799,0.799,0.26633333333333337,0.3551111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,225.0,211.0,154.66666666666666,93.77777777777779,225.0
